id,label
248,truck
249,horse
250,ship
251,deer
252,airplane
253,frog
254,airplane
255,frog
256,cat
257,frog
258,ship
259,deer
260,airplane
261,cat
262,automobile
263,horse
264,deer
265,frog
266,deer
267,cat
268,bird
269,bird
270,truck
271,cat
272,airplane
273,dog
274,deer
275,horse
276,frog
277,frog
278,horse
279,dog
280,deer
281,automobile
282,bird
283,cat
284,frog
285,cat
286,automobile
287,ship
288,truck
289,cat
290,deer
291,automobile
292,deer
293,airplane
294,bird
295,frog
296,cat
297,cat
298,cat
299,ship
300,truck
301,deer
302,deer
303,frog
304,frog
305,frog
306,automobile
307,airplane
308,dog
309,cat
310,cat
311,automobile
312,ship
313,deer
314,truck
315,cat
316,cat
317,airplane
318,deer
319,cat
320,frog
321,truck
322,horse
323,ship
324,dog
325,horse
326,ship
327,cat
328,dog
329,truck
330,truck
331,frog
332,airplane
333,bird
334,bird
335,cat
336,deer
337,dog
338,deer
339,deer
340,ship
341,ship
342,frog
343,deer
344,bird
345,ship
346,frog
347,automobile
348,horse
349,cat
350,truck
351,dog
352,truck
353,deer
354,ship
355,airplane
356,frog
357,cat
358,deer
359,airplane
360,dog
361,horse
362,bird
363,airplane
364,airplane
365,frog
366,dog
367,cat
368,ship
369,ship
370,deer
371,frog
372,dog
373,cat
374,airplane
375,truck
376,airplane
377,frog
378,frog
379,automobile
380,dog
381,truck
382,airplane
383,airplane
384,ship
385,cat
386,cat
387,ship
388,dog
389,bird
390,dog
391,frog
392,deer
393,bird
394,frog
395,frog
396,frog
397,frog
398,deer
399,dog
400,cat
401,cat
402,truck
403,deer
404,truck
405,deer
406,airplane
407,automobile
408,truck
409,bird
410,deer
411,horse
412,deer
413,ship
414,airplane
415,automobile
416,frog
417,deer
418,cat
419,bird
420,dog
421,frog
422,automobile
423,ship
424,deer
425,ship
426,automobile
427,cat
428,cat
429,automobile
430,frog
431,bird
432,bird
433,cat
434,airplane
435,truck
436,deer
437,automobile
438,truck
439,automobile
440,deer
441,truck
442,cat
443,horse
444,cat
445,ship
446,dog
447,horse
448,frog
449,airplane
450,bird
451,deer
452,frog
453,airplane
454,airplane
455,horse
456,cat
457,deer
458,cat
459,bird
460,truck
461,automobile
462,truck
463,horse
464,frog
465,ship
466,airplane
467,deer
468,bird
469,dog
470,deer
471,horse
472,ship
473,frog
474,airplane
475,bird
476,dog
477,truck
478,horse
479,bird
480,cat
481,bird
482,ship
483,dog
484,ship
485,dog
486,airplane
487,deer
488,deer
489,ship
490,deer
491,truck
492,frog
493,frog
494,cat
495,automobile
496,horse
497,ship
498,frog
499,frog
500,bird
501,ship
502,dog
503,bird
504,bird
505,ship
506,dog
507,dog
508,truck
509,dog
510,truck
511,dog
512,automobile
513,frog
514,deer
515,airplane
516,cat
517,truck
518,ship
519,ship
520,automobile
521,dog
522,dog
523,horse
524,truck
525,frog
526,deer
527,airplane
528,dog
529,frog
530,deer
531,dog
532,cat
533,bird
534,airplane
535,frog
536,bird
537,airplane
538,deer
539,truck
540,truck
541,truck
542,cat
543,bird
544,horse
545,frog
546,deer
547,cat
548,horse
549,dog
550,horse
551,deer
552,cat
553,horse
554,cat
555,frog
556,frog
557,cat
558,ship
559,frog
560,bird
561,automobile
562,cat
563,frog
564,cat
565,ship
566,horse
567,bird
568,cat
569,cat
570,horse
571,ship
572,frog
573,bird
574,ship
575,frog
576,bird
577,airplane
578,frog
579,ship
580,deer
581,frog
582,frog
583,cat
584,ship
585,truck
586,cat
587,deer
588,airplane
589,airplane
590,deer
591,horse
592,deer
593,truck
594,horse
595,frog
596,ship
597,cat
598,truck
599,cat
600,bird
601,cat
602,deer
603,cat
604,truck
605,automobile
606,ship
607,bird
608,cat
609,horse
610,truck
611,deer
612,cat
613,automobile
614,ship
615,cat
616,deer
617,automobile
618,deer
619,horse
620,deer
621,frog
622,cat
623,dog
624,ship
625,cat
626,truck
627,ship
628,horse
629,horse
630,cat
631,airplane
632,deer
633,truck
634,horse
635,horse
636,ship
637,deer
638,frog
639,airplane
640,cat
641,frog
642,frog
643,deer
644,horse
645,deer
646,automobile
647,truck
648,cat
649,frog
650,ship
651,cat
652,truck
653,dog
654,cat
655,frog
656,dog
657,frog
658,airplane
659,deer
660,cat
661,frog
662,ship
663,ship
664,deer
665,automobile
666,ship
667,frog
668,automobile
669,frog
670,cat
671,cat
672,bird
673,frog
674,airplane
675,horse
676,truck
677,cat
678,automobile
679,cat
680,truck
681,deer
682,deer
683,airplane
684,horse
685,bird
686,cat
687,frog
688,deer
689,deer
690,bird
691,bird
692,airplane
693,cat
694,horse
695,automobile
696,truck
697,cat
698,ship
699,automobile
700,frog
701,deer
702,dog
703,truck
704,dog
705,deer
706,cat
707,frog
708,cat
709,bird
710,deer
711,frog
712,automobile
713,cat
714,deer
715,automobile
716,ship
717,bird
718,bird
719,dog
720,dog
721,truck
722,dog
723,cat
724,dog
725,airplane
726,bird
727,cat
728,deer
729,ship
730,cat
731,truck
732,cat
733,truck
734,bird
735,dog
736,automobile
737,frog
738,cat
739,cat
740,cat
741,airplane
742,dog
743,truck
744,cat
745,bird
746,deer
747,deer
748,horse
749,dog
750,bird
751,automobile
752,ship
753,frog
754,deer
755,cat
756,automobile
757,cat
758,deer
759,frog
760,automobile
761,automobile
762,truck
763,deer
764,dog
765,airplane
766,ship
767,horse
768,deer
769,bird
770,ship
771,airplane
772,horse
773,dog
774,cat
775,deer
776,airplane
777,airplane
778,dog
779,deer
780,horse
781,truck
782,deer
783,automobile
784,bird
785,frog
786,bird
787,cat
788,airplane
789,bird
790,cat
791,bird
792,dog
793,cat
794,dog
795,cat
796,ship
797,deer
798,frog
799,deer
800,airplane
801,frog
802,deer
803,deer
804,truck
805,ship
806,automobile
807,frog
808,cat
809,bird
810,frog
811,truck
812,horse
813,cat
814,bird
815,horse
816,cat
817,frog
818,cat
819,cat
820,deer
821,dog
822,deer
823,frog
824,airplane
825,airplane
826,airplane
827,bird
828,deer
829,frog
830,ship
831,automobile
832,dog
833,frog
834,ship
835,truck
836,bird
837,truck
838,cat
839,dog
840,airplane
841,deer
842,deer
843,dog
844,automobile
845,dog
846,frog
847,horse
848,deer
849,automobile
850,horse
851,dog
852,dog
853,horse
854,cat
855,dog
856,frog
857,ship
858,automobile
859,dog
860,cat
861,automobile
862,automobile
863,cat
864,airplane
865,ship
866,dog
867,deer
868,dog
869,airplane
870,frog
871,deer
872,horse
873,truck
874,bird
875,automobile
876,dog
877,cat
878,airplane
879,frog
880,ship
881,deer
882,cat
883,frog
884,dog
885,bird
886,frog
887,bird
888,dog
889,horse
890,dog
891,bird
892,frog
893,ship
894,automobile
895,truck
896,frog
897,deer
898,frog
899,cat
900,bird
901,deer
902,truck
903,horse
904,truck
905,cat
906,bird
907,dog
908,bird
909,airplane
910,dog
911,cat
912,frog
913,deer
914,airplane
915,truck
916,ship
917,bird
918,cat
919,cat
920,dog
921,cat
922,frog
923,ship
924,automobile
925,deer
926,frog
927,airplane
928,cat
929,ship
930,truck
931,bird
932,bird
933,dog
934,bird
935,horse
936,ship
937,frog
938,automobile
939,automobile
940,airplane
941,deer
942,cat
943,truck
944,airplane
945,horse
946,bird
947,deer
948,truck
949,truck
950,deer
951,dog
952,airplane
953,cat
954,cat
955,truck
956,truck
957,airplane
958,cat
959,automobile
960,airplane
961,frog
962,automobile
963,deer
964,airplane
965,dog
966,cat
967,frog
968,frog
969,automobile
970,truck
971,airplane
972,ship
973,deer
974,frog
975,frog
976,deer
977,airplane
978,deer
979,truck
980,dog
981,bird
982,deer
983,ship
984,frog
985,cat
986,bird
987,cat
988,cat
989,deer
990,cat
991,truck
992,ship
993,deer
994,automobile
995,deer
996,cat
997,truck
998,ship
999,horse
1000,deer
1001,bird
1002,airplane
1003,cat
1004,airplane
1005,cat
1006,deer
1007,ship
1008,automobile
1009,automobile
1010,cat
1011,cat
1012,deer
1013,cat
1014,airplane
1015,frog
1016,horse
1017,ship
1018,bird
1019,cat
1020,automobile
1021,dog
1022,frog
1023,deer
1024,automobile
1025,deer
1026,cat
1027,cat
1028,bird
1029,cat
1030,horse
1031,horse
1032,deer
1033,deer
1034,cat
1035,bird
1036,dog
1037,deer
1038,truck
1039,cat
1040,airplane
1041,cat
1042,cat
1043,dog
1044,bird
1045,cat
1046,airplane
1047,ship
1048,horse
1049,cat
1050,bird
1051,dog
1052,deer
1053,dog
1054,frog
1055,bird
1056,frog
1057,frog
1058,deer
1059,bird
1060,horse
1061,frog
1062,bird
1063,truck
1064,automobile
1065,frog
1066,truck
1067,dog
1068,horse
1069,airplane
1070,bird
1071,cat
1072,deer
1073,horse
1074,cat
1075,cat
1076,truck
1077,frog
1078,frog
1079,truck
1080,dog
1081,frog
1082,dog
1083,frog
1084,ship
1085,ship
1086,ship
1087,horse
1088,deer
1089,bird
1090,bird
1091,cat
1092,ship
1093,truck
1094,airplane
1095,bird
1096,truck
1097,horse
1098,frog
1099,bird
1100,truck
1101,dog
1102,cat
1103,cat
1104,airplane
1105,truck
1106,airplane
1107,airplane
1108,frog
1109,truck
1110,ship
1111,bird
1112,horse
1113,cat
1114,cat
1115,deer
1116,bird
1117,truck
1118,deer
1119,airplane
1120,cat
1121,truck
1122,dog
1123,cat
1124,ship
1125,horse
1126,ship
1127,cat
1128,bird
1129,truck
1130,deer
1131,frog
1132,deer
1133,frog
1134,frog
1135,frog
1136,bird
1137,frog
1138,ship
1139,horse
1140,horse
1141,frog
1142,cat
1143,horse
1144,airplane
1145,frog
1146,deer
1147,automobile
1148,frog
1149,frog
1150,cat
1151,deer
1152,cat
1153,bird
1154,bird
1155,horse
1156,ship
1157,dog
1158,automobile
1159,deer
1160,deer
1161,dog
1162,ship
1163,airplane
1164,frog
1165,ship
1166,airplane
1167,cat
1168,automobile
1169,bird
1170,cat
1171,bird
1172,truck
1173,ship
1174,deer
1175,ship
1176,airplane
1177,deer
1178,truck
1179,dog
1180,deer
1181,frog
1182,cat
1183,automobile
1184,deer
1185,truck
1186,frog
1187,dog
1188,cat
1189,bird
1190,cat
1191,deer
1192,truck
1193,truck
1194,cat
1195,ship
1196,ship
1197,horse
1198,deer
1199,frog
1200,dog
1201,truck
1202,bird
1203,deer
1204,dog
1205,cat
1206,dog
1207,dog
1208,cat
1209,dog
1210,frog
1211,dog
1212,truck
1213,truck
1214,truck
1215,ship
1216,frog
1217,cat
1218,bird
1219,bird
1220,automobile
1221,cat
1222,frog
1223,dog
1224,bird
1225,dog
1226,automobile
1227,automobile
1228,dog
1229,automobile
1230,cat
1231,horse
1232,horse
1233,deer
1234,automobile
1235,automobile
1236,frog
1237,automobile
1238,dog
1239,cat
1240,deer
1241,dog
1242,deer
1243,ship
1244,airplane
1245,truck
1246,ship
1247,horse
1248,airplane
1249,horse
1250,airplane
1251,frog
1252,deer
1253,airplane
1254,ship
1255,ship
1256,frog
1257,cat
1258,deer
1259,ship
1260,automobile
1261,cat
1262,bird
1263,deer
1264,horse
1265,truck
1266,frog
1267,cat
1268,frog
1269,truck
1270,dog
1271,frog
1272,airplane
1273,ship
1274,cat
1275,airplane
1276,frog
1277,deer
1278,horse
1279,cat
1280,cat
1281,cat
1282,ship
1283,cat
1284,cat
1285,truck
1286,dog
1287,deer
1288,horse
1289,cat
1290,cat
1291,automobile
1292,deer
1293,dog
1294,automobile
1295,truck
1296,deer
1297,airplane
1298,deer
1299,airplane
1300,ship
1301,automobile
1302,airplane
1303,deer
1304,frog
1305,horse
1306,cat
1307,deer
1308,bird
1309,ship
1310,frog
1311,truck
1312,deer
1313,deer
1314,frog
1315,deer
1316,automobile
1317,cat
1318,truck
1319,cat
1320,truck
1321,cat
1322,frog
1323,bird
1324,cat
1325,horse
1326,bird
1327,deer
1328,automobile
1329,cat
1330,ship
1331,automobile
1332,deer
1333,frog
1334,truck
1335,dog
1336,cat
1337,bird
1338,deer
1339,automobile
1340,horse
1341,automobile
1342,frog
1343,deer
1344,airplane
1345,truck
1346,cat
1347,airplane
1348,airplane
1349,deer
1350,frog
1351,dog
1352,cat
1353,bird
1354,airplane
1355,deer
1356,truck
1357,dog
1358,cat
1359,dog
1360,dog
1361,automobile
1362,frog
1363,deer
1364,cat
1365,deer
1366,deer
1367,deer
1368,cat
1369,frog
1370,automobile
1371,bird
1372,cat
1373,cat
1374,dog
1375,airplane
1376,bird
1377,ship
1378,horse
1379,dog
1380,cat
1381,ship
1382,truck
1383,ship
1384,frog
1385,truck
1386,deer
1387,deer
1388,frog
1389,deer
1390,cat
1391,bird
1392,frog
1393,deer
1394,ship
1395,cat
1396,horse
1397,deer
1398,truck
1399,airplane
1400,ship
1401,truck
1402,ship
1403,deer
1404,automobile
1405,cat
1406,cat
1407,cat
1408,dog
1409,deer
1410,cat
1411,deer
1412,cat
1413,truck
1414,horse
1415,truck
1416,dog
1417,ship
1418,cat
1419,horse
1420,bird
1421,truck
1422,ship
1423,frog
1424,cat
1425,airplane
1426,frog
1427,cat
1428,dog
1429,bird
1430,cat
1431,bird
1432,automobile
1433,cat
1434,deer
1435,automobile
1436,bird
1437,cat
1438,horse
1439,cat
1440,dog
1441,ship
1442,cat
1443,deer
1444,bird
1445,automobile
1446,cat
1447,frog
1448,bird
1449,truck
1450,airplane
1451,airplane
1452,deer
1453,frog
1454,bird
1455,frog
1456,cat
1457,deer
1458,horse
1459,ship
1460,airplane
1461,frog
1462,ship
1463,deer
1464,dog
1465,bird
1466,ship
1467,truck
1468,deer
1469,frog
1470,cat
1471,cat
1472,bird
1473,frog
1474,bird
1475,bird
1476,horse
1477,deer
1478,truck
1479,truck
1480,deer
1481,cat
1482,dog
1483,ship
1484,ship
1485,frog
1486,cat
1487,cat
1488,cat
1489,cat
1490,horse
1491,airplane
1492,dog
1493,airplane
1494,bird
1495,frog
1496,airplane
1497,dog
1498,truck
1499,ship
1500,truck
1501,ship
1502,frog
1503,ship
1504,truck
1505,horse
1506,bird
1507,airplane
1508,bird
1509,deer
1510,horse
1511,automobile
1512,bird
1513,deer
1514,airplane
1515,ship
1516,frog
1517,truck
1518,airplane
1519,frog
1520,ship
1521,deer
1522,cat
1523,truck
1524,bird
1525,truck
1526,cat
1527,deer
1528,bird
1529,dog
1530,bird
1531,automobile
1532,ship
1533,deer
1534,horse
1535,deer
1536,ship
1537,frog
1538,deer
1539,ship
1540,truck
1541,ship
1542,cat
1543,automobile
1544,deer
1545,truck
1546,frog
1547,cat
1548,frog
1549,bird
1550,deer
1551,dog
1552,truck
1553,automobile
1554,deer
1555,dog
1556,horse
1557,bird
1558,horse
1559,deer
1560,deer
1561,deer
1562,deer
1563,dog
1564,cat
1565,horse
1566,deer
1567,deer
1568,cat
1569,frog
1570,cat
1571,cat
1572,deer
1573,automobile
1574,deer
1575,deer
1576,ship
1577,truck
1578,airplane
1579,automobile
1580,cat
1581,deer
1582,automobile
1583,ship
1584,deer
1585,airplane
1586,deer
1587,ship
1588,cat
1589,deer
1590,cat
1591,cat
1592,dog
1593,bird
1594,cat
1595,bird
1596,automobile
1597,deer
1598,frog
1599,cat
1600,airplane
1601,deer
1602,truck
1603,dog
1604,dog
1605,cat
1606,deer
1607,ship
1608,horse
1609,cat
1610,bird
1611,frog
1612,truck
1613,dog
1614,truck
1615,bird
1616,airplane
1617,airplane
1618,bird
1619,cat
1620,truck
1621,ship
1622,frog
1623,ship
1624,automobile
1625,truck
1626,cat
1627,dog
1628,bird
1629,deer
1630,dog
1631,automobile
1632,airplane
1633,airplane
1634,deer
1635,truck
1636,cat
1637,truck
1638,bird
1639,frog
1640,truck
1641,automobile
1642,cat
1643,cat
1644,horse
1645,automobile
1646,dog
1647,truck
1648,automobile
1649,cat
1650,automobile
1651,dog
1652,cat
1653,cat
1654,cat
1655,automobile
1656,cat
1657,automobile
1658,frog
1659,airplane
1660,frog
1661,bird
1662,truck
1663,truck
1664,ship
1665,cat
1666,automobile
1667,airplane
1668,ship
1669,cat
1670,automobile
1671,truck
1672,bird
1673,deer
1674,deer
1675,truck
1676,truck
1677,deer
1678,deer
1679,cat
1680,cat
1681,ship
1682,cat
1683,truck
1684,bird
1685,frog
1686,cat
1687,airplane
1688,airplane
1689,ship
1690,automobile
1691,frog
1692,frog
1693,bird
1694,horse
1695,ship
1696,dog
1697,ship
1698,automobile
1699,ship
1700,frog
1701,frog
1702,deer
1703,airplane
1704,cat
1705,dog
1706,bird
1707,truck
1708,cat
1709,deer
1710,truck
1711,horse
1712,deer
1713,cat
1714,frog
1715,deer
1716,deer
1717,cat
1718,horse
1719,cat
1720,truck
1721,frog
1722,dog
1723,cat
1724,frog
1725,frog
1726,deer
1727,cat
1728,dog
1729,ship
1730,deer
1731,truck
1732,truck
1733,horse
1734,ship
1735,cat
1736,truck
1737,cat
1738,bird
1739,bird
1740,bird
1741,ship
1742,airplane
1743,frog
1744,cat
1745,airplane
1746,truck
1747,frog
1748,dog
1749,frog
1750,cat
1751,automobile
1752,airplane
1753,cat
1754,truck
1755,frog
1756,truck
1757,truck
1758,truck
1759,ship
1760,cat
1761,airplane
1762,ship
1763,bird
1764,cat
1765,cat
1766,airplane
1767,cat
1768,ship
1769,bird
1770,cat
1771,airplane
1772,truck
1773,cat
1774,deer
1775,deer
1776,cat
1777,cat
1778,bird
1779,ship
1780,cat
1781,truck
1782,cat
1783,cat
1784,deer
1785,cat
1786,automobile
1787,truck
1788,cat
1789,airplane
1790,cat
1791,dog
1792,truck
1793,ship
1794,truck
1795,deer
1796,bird
1797,deer
1798,cat
1799,dog
1800,automobile
1801,deer
1802,cat
1803,bird
1804,cat
1805,automobile
1806,dog
1807,cat
1808,truck
1809,truck
1810,bird
1811,cat
1812,horse
1813,horse
1814,horse
1815,deer
1816,cat
1817,cat
1818,airplane
1819,frog
1820,dog
1821,cat
1822,deer
1823,bird
1824,deer
1825,cat
1826,cat
1827,bird
1828,deer
1829,bird
1830,automobile
1831,truck
1832,cat
1833,airplane
1834,truck
1835,cat
1836,cat
1837,cat
1838,horse
1839,cat
1840,deer
1841,deer
1842,deer
1843,bird
1844,horse
1845,deer
1846,bird
1847,dog
1848,ship
1849,deer
1850,cat
1851,cat
1852,frog
1853,automobile
1854,ship
1855,cat
1856,cat
1857,frog
1858,horse
1859,ship
1860,cat
1861,horse
1862,cat
1863,cat
1864,frog
1865,deer
1866,frog
1867,deer
1868,cat
1869,deer
1870,deer
1871,airplane
1872,deer
1873,frog
1874,airplane
1875,bird
1876,frog
1877,ship
1878,ship
1879,dog
1880,automobile
1881,horse
1882,airplane
1883,bird
1884,cat
1885,cat
1886,automobile
1887,automobile
1888,cat
1889,horse
1890,cat
1891,frog
1892,truck
1893,automobile
1894,frog
1895,airplane
1896,airplane
1897,airplane
1898,deer
1899,truck
1900,cat
1901,cat
1902,bird
1903,airplane
1904,ship
1905,ship
1906,deer
1907,truck
1908,dog
1909,truck
1910,truck
1911,ship
1912,horse
1913,automobile
1914,dog
1915,truck
1916,cat
1917,horse
1918,deer
1919,ship
1920,cat
1921,bird
1922,ship
1923,automobile
1924,cat
1925,frog
1926,airplane
1927,bird
1928,bird
1929,dog
1930,deer
1931,ship
1932,airplane
1933,truck
1934,horse
1935,truck
1936,frog
1937,ship
1938,horse
1939,truck
1940,frog
1941,dog
1942,ship
1943,frog
1944,horse
1945,cat
1946,cat
1947,ship
1948,airplane
1949,frog
1950,bird
1951,truck
1952,cat
1953,cat
1954,deer
1955,horse
1956,deer
1957,frog
1958,cat
1959,frog
1960,airplane
1961,truck
1962,deer
1963,deer
1964,airplane
1965,truck
1966,horse
1967,automobile
1968,truck
1969,automobile
1970,cat
1971,truck
1972,cat
1973,cat
1974,ship
1975,cat
1976,bird
1977,deer
1978,automobile
1979,frog
1980,airplane
1981,automobile
1982,dog
1983,truck
1984,bird
1985,deer
1986,cat
1987,cat
1988,deer
1989,bird
1990,bird
1991,frog
1992,cat
1993,cat
1994,truck
1995,frog
1996,truck
1997,ship
1998,frog
1999,frog
2000,truck
2001,frog
2002,cat
2003,truck
2004,bird
2005,dog
2006,cat
2007,ship
2008,deer
2009,dog
2010,automobile
2011,cat
2012,cat
2013,horse
2014,airplane
2015,deer
2016,cat
2017,cat
2018,deer
2019,cat
2020,airplane
2021,airplane
2022,cat
2023,deer
2024,horse
2025,cat
2026,truck
2027,bird
2028,cat
2029,airplane
2030,horse
2031,deer
2032,ship
2033,frog
2034,deer
2035,deer
2036,ship
2037,truck
2038,dog
2039,deer
2040,bird
2041,airplane
2042,deer
2043,deer
2044,cat
2045,deer
2046,cat
2047,bird
2048,dog
2049,cat
2050,truck
2051,cat
2052,deer
2053,dog
2054,horse
2055,bird
2056,airplane
2057,automobile
2058,deer
2059,horse
2060,deer
2061,cat
2062,frog
2063,cat
2064,frog
2065,deer
2066,truck
2067,ship
2068,truck
2069,cat
2070,cat
2071,cat
2072,cat
2073,deer
2074,deer
2075,deer
2076,airplane
2077,ship
2078,airplane
2079,automobile
2080,airplane
2081,truck
2082,bird
2083,frog
2084,airplane
2085,dog
2086,horse
2087,cat
2088,dog
2089,truck
2090,frog
2091,bird
2092,airplane
2093,horse
2094,deer
2095,cat
2096,airplane
2097,truck
2098,cat
2099,ship
2100,airplane
2101,horse
2102,airplane
2103,automobile
2104,cat
2105,airplane
2106,ship
2107,airplane
2108,ship
2109,truck
2110,frog
2111,deer
2112,cat
2113,frog
2114,automobile
2115,truck
2116,frog
2117,frog
2118,frog
2119,ship
2120,cat
2121,horse
2122,truck
2123,deer
2124,automobile
2125,truck
2126,cat
2127,ship
2128,ship
2129,ship
2130,truck
2131,ship
2132,horse
2133,dog
2134,truck
2135,airplane
2136,cat
2137,deer
2138,deer
2139,bird
2140,horse
2141,deer
2142,deer
2143,cat
2144,bird
2145,bird
2146,airplane
2147,bird
2148,cat
2149,deer
2150,truck
2151,truck
2152,cat
2153,automobile
2154,airplane
2155,ship
2156,horse
2157,horse
2158,airplane
2159,truck
2160,frog
2161,frog
2162,automobile
2163,ship
2164,automobile
2165,frog
2166,frog
2167,deer
2168,bird
2169,airplane
2170,bird
2171,ship
2172,cat
2173,deer
2174,cat
2175,dog
2176,cat
2177,frog
2178,dog
2179,truck
2180,deer
2181,frog
2182,cat
2183,horse
2184,ship
2185,frog
2186,automobile
2187,cat
2188,truck
2189,frog
2190,cat
2191,deer
2192,cat
2193,airplane
2194,automobile
2195,dog
2196,ship
2197,horse
2198,bird
2199,airplane
2200,cat
2201,airplane
2202,bird
2203,horse
2204,ship
2205,horse
2206,deer
2207,truck
2208,cat
2209,airplane
2210,frog
2211,deer
2212,airplane
2213,deer
2214,ship
2215,truck
2216,ship
2217,ship
2218,frog
2219,deer
2220,automobile
2221,truck
2222,automobile
2223,cat
2224,cat
2225,frog
2226,automobile
2227,airplane
2228,cat
2229,horse
2230,deer
2231,cat
2232,cat
2233,ship
2234,airplane
2235,deer
2236,airplane
2237,cat
2238,frog
2239,ship
2240,horse
2241,ship
2242,truck
2243,automobile
2244,horse
2245,cat
2246,bird
2247,frog
2248,automobile
2249,horse
2250,deer
2251,cat
2252,horse
2253,dog
2254,bird
2255,truck
2256,ship
2257,deer
2258,cat
2259,airplane
2260,frog
2261,airplane
2262,truck
2263,horse
2264,deer
2265,bird
2266,bird
2267,dog
2268,horse
2269,horse
2270,frog
2271,cat
2272,ship
2273,automobile
2274,deer
2275,horse
2276,cat
2277,truck
2278,ship
2279,ship
2280,horse
2281,frog
2282,cat
2283,deer
2284,frog
2285,frog
2286,deer
2287,truck
2288,bird
2289,ship
2290,frog
2291,dog
2292,cat
2293,frog
2294,truck
2295,cat
2296,dog
2297,bird
2298,airplane
2299,ship
2300,cat
2301,frog
2302,horse
2303,cat
2304,airplane
2305,airplane
2306,airplane
2307,cat
2308,cat
2309,bird
2310,cat
2311,truck
2312,truck
2313,dog
2314,cat
2315,truck
2316,ship
2317,dog
2318,ship
2319,deer
2320,bird
2321,deer
2322,deer
2323,frog
2324,frog
2325,dog
2326,cat
2327,cat
2328,frog
2329,truck
2330,cat
2331,cat
2332,automobile
2333,bird
2334,ship
2335,airplane
2336,cat
2337,deer
2338,ship
2339,airplane
2340,bird
2341,bird
2342,horse
2343,truck
2344,truck
2345,airplane
2346,frog
2347,frog
2348,deer
2349,deer
2350,cat
2351,deer
2352,frog
2353,deer
2354,bird
2355,deer
2356,cat
2357,horse
2358,cat
2359,bird
2360,airplane
2361,deer
2362,frog
2363,truck
2364,deer
2365,airplane
2366,truck
2367,cat
2368,ship
2369,truck
2370,ship
2371,horse
2372,cat
2373,ship
2374,deer
2375,airplane
2376,frog
2377,automobile
2378,ship
2379,cat
2380,truck
2381,truck
2382,dog
2383,truck
2384,airplane
2385,bird
2386,cat
2387,bird
2388,truck
2389,bird
2390,deer
2391,bird
2392,automobile
2393,truck
2394,bird
2395,deer
2396,horse
2397,deer
2398,deer
2399,cat
2400,ship
2401,automobile
2402,cat
2403,airplane
2404,cat
2405,deer
2406,cat
2407,horse
2408,automobile
2409,cat
2410,frog
2411,cat
2412,ship
2413,frog
2414,dog
2415,deer
2416,cat
2417,bird
2418,frog
2419,cat
2420,cat
2421,deer
2422,cat
2423,horse
2424,dog
2425,cat
2426,bird
2427,bird
2428,cat
2429,truck
2430,deer
2431,horse
2432,truck
2433,cat
2434,horse
2435,cat
2436,dog
2437,truck
2438,deer
